Sample_ID,Match,Species,Latitude,Longitude,elevation,Sample_location,Date_sampled,Date_propagated,Date_planted,Year_planted,Mother_height,Mother_CW_1,Mother_CW_2,Mother_LS,Mother_LL1,Mother_LL2,Mother_LL3,Mother_SE1,Mother_SE2,Mother_SE3,Mother_Sex,Cutting_length,Cutting_diameter,Cutting_age,Survived_2014,Survived_2015,Survived_2016,Survived_2017,Survived_2018,Survived_2019,Survived_2020,Bed,Row,Column,Notes
K15SSR10,K15Ssr10,Salix richardsonii,,,,Pika Camp,2028-06-15,2028-06-15,2018-08-15,2015,50,79,NA,2.6,NA,NA,NA,NA,NA,NA,NA,49.4,10.5,NA,NA,NA,0,0,0,0,0,4,1,5,
K15SSR2,K15SSr2,Salix richardsonii,,,,Pika Camp,2028-06-15,2028-06-15,2018-08-15,2015,49,127,NA,2.4,NA,NA,NA,NA,NA,NA,NA,47.3,11.5,NA,NA,NA,0,0,0,0,0,5,4,5,
K15SSR3,K15SSr3,Salix richardsonii,,,,Pika Camp,2028-06-15,2028-06-15,2018-08-15,2015,76,167,NA,3.6,NA,NA,NA,NA,NA,NA,NA,50.3,12.4,NA,NA,NA,0,0,0,0,0,5,4,4,
K15SSR4,K15SSr4,Salix richardsonii,,,,Pika Camp,2028-06-15,2028-06-15,2018-08-15,2015,58,106,NA,1.9,NA,NA,NA,NA,NA,NA,NA,45.5,11.5,NA,NA,NA,0,0,0,0,0,5,4,3,
K15SSR5,K15SSr5,Salix richardsonii,,,,Pika Camp,2028-06-15,2028-06-15,2018-08-15,2015,28,64,NA,0.8,NA,NA,NA,NA,NA,NA,NA,31.1,7.7,NA,NA,NA,0,0,0,0,0,2,1,6,
K15SSR6,K15SSr6,Salix richardsonii,,,,Pika Camp,2028-06-15,2028-06-15,2018-08-15,2015,66,185,NA,2.9,NA,NA,NA,NA,NA,NA,NA,42.5,10.5,NA,NA,NA,0,0,0,0,0,2,1,5,
K15SSR7,K15SSr7,Salix richardsonii,,,,Pika Camp,2028-06-15,2028-06-15,2018-08-15,2015,71,117,NA,2.3,NA,NA,NA,NA,NA,NA,Female,41.4,11.5,NA,NA,NA,0,0,0,0,0,2,1,4,
K15SSR8,K15SSr8,Salix richardsonii,,,,Pika Camp,2028-06-15,2028-06-15,2018-08-15,2015,64,84,NA,1.4,NA,NA,NA,NA,NA,NA,NA,59.8,10.3,NA,NA,NA,1,1,1,1,1,2,1,3,
K15SSR9,K15SSr9,Salix richardsonii,,,,Pika Camp,2028-06-15,2028-06-15,2018-08-15,2015,51,129,NA,3.4,NA,NA,NA,NA,NA,NA,NA,61.1,9.1,NA,NA,NA,0,0,0,0,0,2,1,2,
K15CBG1,#N/A,Betula nana,61.22162503,-138.269093,1865.974731,Pika Camp,2027-06-15,2027-06-15,2019-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,5,NA,NA,NA,0,0,0,0,0,9,4,4,
K15CBG10,#N/A,Betula nana,,,,Pika Camp,2027-06-15,2027-06-15,2019-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,7,NA,NA,NA,0,0,0,0,0,10,2,1,
K15CBG2,#N/A,Betula nana,,,,Pika Camp,2027-06-15,2027-06-15,2019-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,9,NA,NA,NA,0,0,0,0,0,9,2,6,
K15CBG3,#N/A,Betula nana,,,,Pika Camp,2027-06-15,2027-06-15,2019-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,7,NA,NA,NA,0,0,0,0,0,9,4,2,
K15CBG4,#N/A,Betula nana,,,,Pika Camp,2027-06-15,2027-06-15,2019-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,9,NA,NA,NA,0,0,0,0,0,9,5,6,
K15CBG5,#N/A,Betula nana,,,,Pika Camp,2027-06-15,2027-06-15,2019-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,7,NA,NA,NA,0,0,0,0,0,10,4,5,
K15CBG6,#N/A,Betula nana,,,,Pika Camp,2027-06-15,2027-06-15,2019-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,6,NA,NA,NA,0,0,0,0,0,9,1,2,
K15CBG7,#N/A,Betula nana,,,,Pika Camp,2027-06-15,2027-06-15,2019-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,7,NA,NA,NA,0,0,0,0,0,10,5,5,
K15CBG8,#N/A,Betula nana,,,,Pika Camp,2027-06-15,2027-06-15,2019-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,6,NA,NA,NA,0,0,0,0,0,10,5,3,
K15CBG9,#N/A,Betula nana,,,,Pika Camp,2027-06-15,2027-06-15,2019-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,6,NA,NA,NA,0,0,0,0,0,9,3,6,
K15EBG1,#N/A,Betula nana,,,,Pika Camp,2027-06-15,2027-06-15,2019-08-15,2015,34,123,NA,1,NA,NA,NA,NA,NA,NA,NA,33,5,NA,NA,NA,0,0,0,0,0,10,2,7,
K15CSP1,K15CSp1,Salix pulchra,61.22146804,-138.268769,1869.963257,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,8.7,NA,NA,NA,0,0,0,0,0,1,2,6,
K15CSP2,K15CSp2,Salix pulchra,61.22151598,-138.268875,1868.206787,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9.2,NA,NA,NA,0,0,0,0,0,1,2,5,
K15CSP3,K15CSp3,Salix pulchra,61.22158304,-138.269006,1865.786255,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,9.7,NA,NA,NA,0,0,0,0,0,6,2,2,
K15CSP4,K15CSp4,Salix pulchra,61.221648,-138.269096,1866.517822,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,9.1,NA,NA,NA,0,0,0,0,0,6,2,3,
K15CSP5,K15CSp5,Salix pulchra,61.22171799,-138.269164,1867.070557,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,6.4,NA,NA,NA,0,0,0,0,0,6,2,4,
K15CSP6,K15CSp6,Salix pulchra,61.22178798,-138.269317,1864.618286,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8,7.9,NA,NA,NA,0,0,0,0,0,6,2,5,
K15CSP7,K15CSp7,Salix pulchra,61.221836,-138.269494,1864.988403,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,8,NA,NA,NA,0,0,0,0,0,6,2,6,
K15CSP8,K15CSp8,Salix pulchra,61.22198101,-138.2695,1867.791138,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,9.2,NA,NA,NA,0,0,0,0,0,NA,NA,NA,
K15CSP9,K15CSp9,Salix pulchra,61.22204899,-138.26976,1865.609497,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7,6.4,NA,NA,NA,0,0,0,0,0,8,4,3,
K15ESP1,K15ESp1,Salix pulchra,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,47,290,NA,2.2,NA,NA,NA,NA,NA,NA,NA,32,9.7,NA,NA,NA,0,0,0,0,0,5,5,2,
K15ESP10,K15ESp10,Salix pulchra,61.22214496,-138.269859,1865.415527,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,47,247,NA,3.6,NA,NA,NA,NA,NA,NA,NA,30.3,6.7,NA,NA,NA,0,0,0,0,0,3,2,4,
K15ESP2,K15ESp2,Salix pulchra,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,49,345,NA,1.4,NA,NA,NA,NA,NA,NA,NA,30,9.7,NA,NA,NA,0,0,0,0,0,5,4,2,
K15ESP3,K15ESp3,Salix pulchra,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,58,177,NA,1.4,NA,NA,NA,NA,NA,NA,NA,48.9,11.3,NA,NA,NA,0,0,0,0,0,5,3,2,
K15ESP4,K15ESp4,Salix pulchra,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,58,193,NA,1.8,NA,NA,NA,NA,NA,NA,NA,50.6,9.2,NA,NA,NA,0,0,0,0,0,5,2,2,
K15ESP5,K15ESp5,Salix pulchra,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,43,259,NA,2.5,NA,NA,NA,NA,NA,NA,NA,42.1,9.4,NA,NA,NA,0,0,0,0,0,3,5,7,
K15ESP6,K15ESp6,Salix pulchra,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,36,84,NA,1,NA,NA,NA,NA,NA,NA,NA,23.4,9.8,NA,NA,NA,0,0,0,0,0,3,5,6,
K15ESP7,K15ESp7,Salix pulchra,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,44,202,NA,2.1,NA,NA,NA,NA,NA,NA,NA,24.1,11.1,NA,NA,NA,0,0,0,0,0,3,5,5,
K15ESP8,K15ESp8,Salix pulchra,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,40,258,NA,2.2,NA,NA,NA,NA,NA,NA,NA,29.9,9.1,NA,NA,NA,0,0,0,0,0,3,5,4,
K15ESP9,K15ESp9,Salix pulchra,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,28,152,NA,1.4,NA,NA,NA,NA,NA,NA,NA,22.8,10.2,NA,NA,NA,0,0,0,0,0,3,5,7,
K15CSR1,K15CSr1,Salix richardsonii,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,6.4,NA,NA,NA,0,0,0,0,0,5,3,3,
K15CSR2,K15CSr2,Salix richardsonii,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,11.4,NA,NA,NA,1,1,0,0,0,5,3,5,
K15CSR3,K15CSr3,Salix richardsonii,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3,14.6,NA,NA,NA,0,0,0,0,0,5,3,6,
K15CSR4,K15CSr4,Salix richardsonii,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,9.8,NA,NA,NA,0,0,0,0,0,5,3,7,
K15CSR5,K15CSr5,Salix richardsonii,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.2,11.7,NA,NA,NA,0,0,0,0,0,2,4,5,
K15CSR6,K15CSr6,Salix richardsonii,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,9.9,NA,NA,NA,0,0,0,0,0,2,4,6,
K15CSR7,K15CSr7,Salix richardsonii,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9,10.8,NA,NA,NA,0,0,0,0,0,7,4,4,
K15CSR8,K15CSr8,Salix richardsonii,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9,9.4,NA,NA,NA,0,0,0,0,0,4,1,3,
K15CSR9,K15CSr9,Salix richardsonii,,,,Pika Camp,2027-06-15,2027-06-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6,7.9,NA,NA,NA,0,0,0,0,0,4,1,4,
K15ESR1,K15ESr1,Salix richardsonii,,,,Pika Camp,2027-06-15,2027-06-15,2020-08-15,2015,32,79,NA,4.6,NA,NA,NA,NA,NA,NA,NA,34.1,6.2,NA,NA,NA,0,0,0,0,0,1,2,5,
K15PBG1,#N/A,Betula nana,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,98,325,NA,3.5,NA,NA,NA,NA,NA,NA,NA,42,19,NA,NA,NA,0,0,0,0,0,NA,NA,NA,
K15PBG2,#N/A,Betula nana,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,80,400,NA,5,NA,NA,NA,NA,NA,NA,NA,43,11,NA,NA,NA,0,0,0,0,0,9,5,1,
K15PBG3,#N/A,Betula nana,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,67,500+,NA,2.5,NA,NA,NA,NA,NA,NA,NA,38,12,NA,NA,NA,0,0,0,0,0,10,3,7,
K15PBG3,#N/A,Betula nana,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,67,500+,NA,2.5,NA,NA,NA,NA,NA,NA,NA,38,12,NA,NA,NA,0,0,0,0,0,NA,NA,NA,
K15PBG4,K15PBg4,Betula nana,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,66,240,NA,3,NA,NA,NA,NA,NA,NA,NA,39,10,NA,NA,NA,0,0,0,0,0,10,4,7,
K15PBG5,#N/A,Betula nana,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,49,200,NA,1,NA,NA,NA,NA,NA,NA,NA,24,5.6,NA,NA,NA,0,0,0,0,0,1,3,1,
K15PSP1,K15PSp1,Salix pulchra,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,196,262,NA,5,NA,NA,NA,NA,NA,NA,NA,45.7,15.5,NA,NA,NA,0,0,0,0,0,1,5,2,
K15PSP2,K15PSp2,Salix pulchra,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,205,210,NA,6,NA,NA,NA,NA,NA,NA,NA,29.7,7.2,NA,NA,NA,0,0,0,0,0,1,5,3,
K15PSP3,K15PSp3,Salix pulchra,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,106,130,NA,3,NA,NA,NA,NA,NA,NA,NA,37.6,11.2,NA,NA,NA,0,0,0,0,0,1,5,4,
K15PSP4,K15PSp4,Salix pulchra,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,61,90,NA,1.5,NA,NA,NA,NA,NA,NA,NA,39.8,12,NA,NA,NA,0,0,0,0,0,1,5,5,
K15PSP5,K15PSp5,Salix pulchra,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,120,70,NA,3,NA,NA,NA,NA,NA,NA,NA,39.3,13,NA,NA,NA,0,0,0,0,0,1,5,6,
K15PSR1,K15PSr1,Salix richardsonii,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,150,525,NA,7.5,NA,NA,NA,NA,NA,NA,NA,37,16.2,NA,NA,NA,0,0,0,0,0,5,6,3,
K15PSR2,K15PSr2,Salix richardsonii,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,145,440,NA,8,NA,NA,NA,NA,NA,NA,NA,33.1,18.3,NA,NA,NA,0,0,0,0,0,5,6,4,
K15PSR3,K15PSr3,Salix richardsonii,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,66,310,NA,2,NA,NA,NA,NA,NA,NA,NA,38.4,13.3,NA,NA,NA,0,0,0,0,0,5,6,5,
K15PSR4,K15PSr4,Salix richardsonii,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,188,490,NA,4.5,NA,NA,NA,NA,NA,NA,NA,29.9,14.8,NA,NA,NA,0,0,0,0,0,5,6,6,
K15PSR5,K15PSr5,Salix richardsonii,,,,Kluane Plateau,2020-06-15,2020-06-15,2019-08-15,2015,102,315,NA,5,NA,NA,NA,NA,NA,NA,NA,34.9,11,NA,NA,NA,0,0,0,0,0,5,6,7,
KP-SR 1,#N/A,Salix richardsonii,,,,Kluane Plateau,2027-08-14,NA,2027-08-14,2014,107.4,306.5,NA,6,,,,,,,Male,59.9,,16,NA,0,0,0,0,0,0,2,1,1,
KP-SR 10,#N/A,Salix richardsonii,,,,Kluane Plateau,2027-08-14,NA,2027-08-14,2014,136.1,500+,NA,5.2,,,,,,,Male,57.3,,13,NA,0,0,0,0,0,0,6,6,1,
KP-SR 2,#N/A,Salix richardsonii,,,,Kluane Plateau,2027-08-14,NA,2027-08-14,2014,142.7,308.1,NA,4.2,,,,,,,Female,55.8,,17,NA,0,0,0,0,0,0,2,2,1,
KP-SR 3,#N/A,Salix richardsonii,,,,Kluane Plateau,2027-08-14,NA,2027-08-14,2014,672.1,193.3,NA,3.8,,,,,,,Male,60.4,,16,NA,0,0,0,0,0,0,2,3,1,
KP-SR 4,#N/A,Salix richardsonii,,,,Kluane Plateau,2027-08-14,NA,2027-08-14,2014,76.2,226,NA,3.3,,,,,,,Female,56.5,,15,NA,0,0,0,0,0,0,2,4,1,
KP-SR 5,KP-SR 5,Salix richardsonii,,,,Kluane Plateau,2027-08-14,NA,2027-08-14,2014,98.2,146.6,NA,2.5,,,,,,,Female,62.3,,15,NA,1,1,1,NA,NA,NA,2,5,1,
KP-SR 6,#N/A,Salix richardsonii,,,,Kluane Plateau,2027-08-14,NA,2027-08-14,2014,149.8,500+,NA,9.5,,,,,,,Female,53.6,,15,NA,0,0,0,0,0,0,6,2,1,
KP-SR 7,#N/A,Salix richardsonii,,,,Kluane Plateau,2027-08-14,NA,2027-08-14,2014,195.5,500+,NA,11,,,,,,,Male,63.2,,15,NA,0,0,0,0,0,0,6,3,1,
KP-SR 8,#N/A,Salix richardsonii,,,,Kluane Plateau,2027-08-14,NA,2027-08-14,2014,130.1,266.4,NA,3.9,,,,,,,Unknown,43.2,,13,NA,0,0,0,0,0,0,6,4,1,
KP-SR 9,#N/A,Salix richardsonii,,,,Kluane Plateau,2027-08-14,NA,2027-08-14,2014,138.9,33.16,NA,4.8,,,,,,,Male,62,,13,NA,0,0,0,0,0,0,6,5,1,
HER-SP 1,#N/A,Salix pulchra,69.57745504,-138.913299,60.886555,QHI,2015-08-14,NA,2024-08-14,2014,42.5,273.6,NA,1.6,,,,,,,Female,111,,18,NA,0,0,0,0,0,0,1,1,2,
HER-SP 10,#N/A,Salix pulchra,69.57729402,-138.915598,51.306438,QHI,2015-08-14,NA,2024-08-14,2014,31.9,197,NA,0.9,,,,,,,Unknown,56,,12,NA,0,0,0,0,0,0,6,6,6,
HER-SP 11,HER-SP 11,Salix pulchra,69.57728304,-138.915637,50.346783,QHI,2015-08-14,NA,2024-08-14,2014,34.1,213.6,NA,1.2,,,,,,,Unknown,54.3,,9,NA,1,1,1,NA,NA,NA,3,1,3,
HER-SP 12,HER-SP 12,Salix pulchra,69.57727298,-138.915626,49.87291,QHI,2015-08-14,NA,2024-08-14,2014,37.5,270.4,NA,1,,,,,,,Female,57.8,,15,NA,1,1,1,1,1,1,3,1,4,
HER-SP 13,#N/A,Salix pulchra,69.57732302,-138.915812,54.340496,QHI,2015-08-14,NA,2024-08-14,2014,57.2,272/1,NA,1.4,,,,,,,Female,62.7,,13,NA,0,0,0,0,0,0,3,1,5,
HER-SP 14,HER-SP 14,Salix pulchra,69.57738203,-138.916089,52.76598,QHI,2015-08-14,NA,2024-08-14,2014,44.9,500+,NA,1.2,,,,,,,Female,72.5,,16,NA,1,1,1,NA,NA,NA,3,1,6,
HER-SP 15,#N/A,Salix pulchra,69.57733802,-138.916429,51.595467,QHI,2015-08-14,NA,2024-08-14,2014,33.4,407,NA,1.2,,,,,,,Female,53.7,,19,NA,0,0,0,0,0,0,3,1,7,
HER-SP 16,#N/A,Salix pulchra,69.57732302,-138.916462,51.011284,QHI,2015-08-14,NA,2024-08-14,2014,55.3,500+,NA,1.5,,,,,,,Male,63.9,,20,NA,0,0,0,0,0,0,8,6,3,
HER-SP 17,#N/A,Salix pulchra,69.57736703,-138.916489,51.621761,QHI,2015-08-14,NA,2024-08-14,2014,34.1,314.5,NA,2.3,,,,,,,Male,55.7,,9,NA,0,0,0,0,0,0,8,6,4,
HER-SP 18,#N/A,Salix pulchra,69.57740097,-138.916771,51.037079,QHI,2015-08-14,NA,2024-08-14,2014,33.6,292.2,NA,1.2,,,,,,,Male,46,,12,NA,0,0,0,0,0,0,8,6,5,
HER-SP 19,#N/A,Salix pulchra,69.577233,-138.916808,48.485348,QHI,2015-08-14,NA,2024-08-14,2014,45.5,500+,NA,1,,,,,,,Female,61.9,,19,NA,0,0,0,0,0,0,8,6,6,
HER-SP 2,#N/A,Salix pulchra,69.57746702,-138.913489,53.040382,QHI,2015-08-14,NA,2024-08-14,2014,37.5,481.1,NA,5.1,,,,,,,Female,84.5,,16,NA,0,0,0,0,0,0,1,1,3,
HER-SP 20,#N/A,Salix pulchra,69.57717701,-138.91703,46.341236,QHI,2015-08-14,NA,2024-08-14,2014,39.5,204.2,NA,0.7,,,,,,,Female,56.4,,9,NA,0,0,0,0,0,0,8,6,7,
HER-SP 21,#N/A,Salix pulchra,69.57738102,-138.916897,53.932339,QHI,2015-08-14,NA,2024-08-14,2014,38.1,500+,NA,1,,,,,,,Male,47.6,,13,NA,0,0,0,0,0,0,1,5,1,
HER-SP 22,#N/A,Salix pulchra,69.57734599,-138.916947,51.533276,QHI,2015-08-14,NA,2024-08-14,2014,32.2,307.4,NA,0.9,,,,,,,Female,71.5,,10,NA,0,0,0,0,0,0,1,4,1,
HER-SP 23,#N/A,Salix pulchra,69.577405,-138.916944,51.13232,QHI,2015-08-14,NA,2024-08-14,2014,27.5,500+,NA,0.8,,,,,,,Unknown,49.3,,13,NA,0,0,0,0,0,0,1,3,1,
HER-SP 24,HER-SP 24,Salix pulchra,69.57739896,-138.917365,47.539177,QHI,2015-08-14,NA,2024-08-14,2014,37.2,226,NA,0.8,,,,,,,Unknown,54.5,,12,NA,1,1,1,NA,NA,NA,1,2,1,
HER-SP 25,#N/A,Salix pulchra,69.57729301,-138.917646,49.595589,QHI,2015-08-14,NA,2024-08-14,2014,36.8,137.3,NA,1,,,,,,,Female,58.4,,13,NA,0,0,0,0,0,0,1,1,1,
HER-SP 26,HER-SP 26,Salix pulchra,69.57732604,-138.91804,44.564148,QHI,2015-08-14,NA,2024-08-14,2014,43.4,145.1,NA,1.1,,,,,,,Female,62.3,,18,NA,0,1,1,0,0,0,8,2,2,
HER-SP 27,#N/A,Salix pulchra,69.57728698,-138.918108,46.1171,QHI,2015-08-14,NA,2024-08-14,2014,30,226.1,NA,0.9,,,,,,,Male,45.5,,13,NA,0,0,0,0,0,0,8,3,2,
HER-SP 28,#N/A,Salix pulchra,69.57727298,-138.918168,42.654358,QHI,2015-08-14,NA,2024-08-14,2014,34,291,NA,1,,,,,,,Unknown,52.3,,17,NA,0,0,0,0,0,0,8,4,2,
HER-SP 29,HER-SP 29,Salix pulchra,69.57717902,-138.918365,42.775085,QHI,2015-08-14,NA,2024-08-14,2014,27.7,441.3,NA,1.3,,,,,,,Male,45.9,,13,NA,1,1,1,1,1,1,8,5,2,
HER-SP 3,HER-SP 3,Salix pulchra,69.57737298,-138.91401,54.104469,QHI,2015-08-14,NA,2024-08-14,2014,32.3,268,NA,1.3,,,,,,,Female,68.3,,14,NA,1,1,1,NA,NA,NA,1,1,4,
HER-SP 30,HER-SP 30,Salix pulchra,69.57720601,-138.918412,42.673832,QHI,2015-08-14,NA,2024-08-14,2014,32.9,350.9,NA,1.1,,,,,,,Male,55.2,,18,NA,1,1,1,1,,0,8,6,2,
HER-SP 4,HER-SP 4,Salix pulchra,,,,QHI,2015-08-14,NA,2024-08-14,2014,31.8,263,NA,1.4,,,,,,,Male,55.9,,17,NA,1,1,1,1,1,1,1,1,5,
HER-SP 5,HER-SP 5,Salix pulchra,69.59006804,-138.901344,71.385986,QHI,2015-08-14,NA,2024-08-14,2014,31.6,115.5,NA,0.8,,,,,,,Male,54.8,,7,NA,1,1,0,0,0,0,1,1,6,
HER-SP 6,#N/A,Salix pulchra,69.577363,-138.914665,51.103756,QHI,2015-08-14,NA,2024-08-14,2014,38.4,390,NA,1.2,,,,,,,Male,61.6,,11,NA,0,0,0,0,0,0,6,6,2,
HER-SP 7,#N/A,Salix pulchra,69.57731699,-138.915076,51.893661,QHI,2015-08-14,NA,2024-08-14,2014,29.9,500+,NA,1.4,,,,,,,Female,69.4,,16,NA,0,0,0,0,0,0,6,6,3,
HER-SP 8,#N/A,Salix pulchra,69.57735403,-138.915186,52.287994,QHI,2015-08-14,NA,2024-08-14,2014,29.3,291.7,NA,1.1,,,,,,,Female,53.8,,12,NA,0,0,0,0,0,0,6,6,4,
HER-SP 9,HER-SP 9,Salix pulchra,69.57731104,-138.91549,51.294395,QHI,2015-08-14,NA,2024-08-14,2014,38.4,284.3,NA,1.3,,,,,,,Male,53.2,,10,NA,0,0,0,0,0,0,6,6,5,
HEF-SR 1,#N/A,Salix richardsonii,69.57537096,-138.89758,37.41568,QHI,2015-08-14,NA,2024-08-14,2014,71.8,NA,NA,2.1,,,,,,,Female,72.5,,18,NA,0,0,0,0,0,0,5,2,3,
HEF-SR 10,#N/A,Salix richardsonii,,,,QHI,2015-08-14,NA,2024-08-14,2014,65.1,NA,NA,2.7,,,,,,,Female,62.7,,21,NA,0,0,0,0,0,0,2,5,6,
HEF-SR 11,#N/A,Salix richardsonii,69.57499604,-138.897532,5.297211,QHI,2015-08-14,NA,2024-08-14,2014,71.6,NA,NA,2.1,,,,,,,Female,54.7,,12,NA,0,0,0,0,0,0,7,2,3,
HEF-SR 12,#N/A,Salix richardsonii,69.57509704,-138.897632,1.70348,QHI,2015-08-14,NA,2024-08-14,2014,69.8,NA,NA,1.5,,,,,,,Female,53.4,,14,NA,0,0,0,0,0,0,7,2,4,
HEF-SR 13,#N/A,Salix richardsonii,,,,QHI,2015-08-14,NA,2024-08-14,2014,44.4,NA,NA,2,,,,,,,Female,47.9,,14,NA,0,0,0,0,0,0,7,2,5,
HEF-SR 14,#N/A,Salix richardsonii,69.57511196,-138.897337,3.738739,QHI,2015-08-14,NA,2024-08-14,2014,73.1,NA,NA,2.3,,,,,,,Male,60.3,,16,NA,0,0,0,0,0,0,7,2,6,
HEF-SR 15,#N/A,Salix richardsonii,,,,QHI,2015-08-14,NA,2024-08-14,2014,80,NA,NA,1.5,,,,,,,Female,53.9,,17,NA,0,0,0,0,0,0,7,2,7,
HEF-SR 16,#N/A,Salix richardsonii,69.57485899,-138.897879,2.675378,QHI,2015-08-14,NA,2024-08-14,2014,67.3,NA,NA,1.7,,,,,,,Female,57.4,,16,NA,0,0,0,0,0,0,4,5,3,
HEF-SR 17,#N/A,Salix richardsonii,69.57483896,-138.897303,1.376575,QHI,2015-08-14,NA,2024-08-14,2014,73.5,NA,NA,1.6,,,,,,,Female,66.9,,13,NA,0,0,0,0,0,0,4,5,4,
HEF-SR 18,#N/A,Salix richardsonii,69.57474198,-138.896896,2.626486,QHI,2015-08-14,NA,2024-08-14,2014,78.6,NA,NA,1.7,,,,,,,Female,56.3,,10,NA,0,0,0,0,0,0,4,5,5,
HEF-SR 19,#N/A,Salix richardsonii,,,,QHI,2015-08-14,NA,2024-08-14,2014,69.1,NA,NA,1.8,,,,,,,Female,58.4,,12,NA,0,0,0,0,0,0,4,5,6,
